stt,word,furigana,Sino-Vietnamese,meaning,example
477,アンコール,,,"diễn lại, hát lại, một lần nữa","[['1. 観客のアンコールに応えて出演者が舞台で挨拶した。', 'Để đáp lại yêu cầu của khán giả, diễn viên đã cúi chào ở sân khấu.'], ['2. オーケストラは、アンコール曲を3曲演奏した。', 'Ban nhạc đã trình diễn 3 ca khúc theo yêu cầu.'], ['合 ＿曲、＿放送', ''], ['連 ＿に応える', '']]"
478,モデル,,,người mẫu,"[['1. 彼女はファッションショーのモデルをしている。', 'Cô ấy đang làm người mẫu thời trang ở fashion show.'], ['2. ファッション雑誌のモデル', ''], ['合 ファッション＿', ''], ['4. A国はB国をモデルにして社会保障制度を整えた。', 'Nước A lấy hình mẫu nước B để xây dựng hệ thống an ninh xã hội.'], ['5. 入試合格者の勉強法は、受験生にとっていいモデルになる。', 'Phương pháp học của những người đậu kì thi trở thành một hình mẫu tốt đối với những người dự thi.'], ['合 ＿ケース、＿ハウス、＿ルーム、ロール＿', ''], ['7. この小説は、実際の人物をモデルにして書かれた。', 'Cuốn tiểu thuyết này được viết trên hình mẫu nhân vật có trong thực tế.'], ['8. ｛絵/彫刻/写真…｝のモデル', ''], ['9. ｛パソコン/電化製品/車…｝の新しいモデルが発売された。', ''], ['10. プラモデルを作る。', 'Tạo mô hình nhựa.'], ['合 ニュー＿、新型＿、＿チェンジ、プラ＿、＿ガン', ''], ['関 サンプル', ''], ['類 見本、手本、模範、模型、型', '']]"
479,サンプル,,,hàng mẫu,"[['1. 食堂の入口に料理のサンプルが置いてある。', 'Có để sẵn mẫu thức ăn ở cửa ra vào của nhà ăn.'], ['2. 化粧品を買う前に、まずサンプルで試してみる。', 'Trước khi mua sản phẩm, hãy thử sản phẩm mẫu.'], ['類 見本', '']]"
480,スタイル,,,"kiểu cách, phong cách","[['1. 彼女はとてもスタイルがいい。', 'Cô ấy có phong cách thời trang rất tốt.'], ['2. 結婚式にはフォーマルなスタイルで出席するのが普通だ。', 'Mang phong cách lễ nghi tham gia lễ cưới là bình thường.'], ['3. 日本人の生活のスタイルは、50年前と比べて大きく変化した。', 'Phong cách sống của người dân Nhật Bản so với 50 năm trước có sự thay đổi lớn.'], ['関 スタイルスト', ''], ['類 身なり、服装、恰好、様式、プロポーション', ''], ['合 ヘア＿、ライフ＿', ''], ['連 ＿がいい＜＝＞悪い', '']]"
481,ウエスト,,,"eo, vòng eo","[['1. 最近太ってスカートのウエストがきつくなった。', 'Gần đây mập lên nên vòng eo váy bị chật.'], ['2. ウエストを測る。', 'Đo vòng eo.'], ['関 ヒップ、バスト', ''], ['類 胴回り', '']]"
482,カロリー,,,calo,"[['1. 成人男性が1日に必要なカロリーは、1800～2000kcal ぐらいと言われている。', 'Người đàn ông trưởng thành lượng calo cần thiết cho họ một ngày từ 1800 đến 2000kcal.'], ['2. 昨日夕食でカロリーを取り過ぎたので、今日は少し食事を控えよう。', 'Cơm tối hôm qua chứa nhiều chất calo quá nên hôm nay phải hạn chế lại thôi.'], ['3. 1カロリーは一気圧で水1グラムの温度を1ºCあげるのに必要な熱量だ。', '1calo là nhiệt lượng cần thiết để tăng nhiệt độ của 1 gram nước lên 1 độ C ở áp suất khí quyển'], ['関 ダイエット', ''], ['合 高＿＜＝＞低＿、＿オーバー、＿コントロール、＿表示、＿計算', ''], ['連 ＿を取る、＿を消費する、＿が高い＜＝＞低い', '']]"
483,オーバー,,,vượt quá,"[['1. 志願者が定員をオーバーした。', 'Những người có nguyện vọng vượt quá số người quy định.'], ['2. 会議は予定の時関をオーバーした。', 'Cuộc họp kéo dài vượt quá thời gian dự kiến.'], ['3. 予算が大きくオーバーしてしまった。', 'Vượt quá ngân sách.'], ['4. 彼は何でもオーバーに話す。', 'Anh ấy cái gì cũng nói quá lên.'], ['5. 1点入ったところでゲームオーバーとなった。', 'Vừa vào một quả thì trò chơi kết thúc.'], ['関 超える', ''], ['類 超過する、大げさな、終わり、終了', ''], ['合 ＿タイム、タイム＿、予算＿、＿ワーク', '']]"
484,コントロール,,,"kiểm soát, điều khiển","[['1. この機械はコンピューターでコントロールされている。', 'Máy này được điều khiển bằng máy tính.'], ['2. 彼は部下のコントロールがうまい。', 'Anh ấy rất giỏi việc chỉ đạo cấp dưới.'], ['3. 興奮すると感情のコントロールが難しくなる。', 'Khi hưng phấn thì rất khó điều khiển cảm xúc.'], ['4. あのピッチャ―はコントロールがいい。', 'Cầu thủ ném bóng ấy kiểm soát rất tốt.'], ['関 リモコン', ''], ['類 制御', ''], ['合 セルフ＿、マインド＿、リモート＿', ''], ['連 ＿が効く＜＝＞効かない、＿がいい＜＝＞悪い', '']]"
485,カーブ,,,"khúc cua, cong","[['1. 道が大きくカーブしている。', 'Con đường làm khúc cua lớn.'], ['2. ｛急な/緩やかな｝カーブ', ''], ['3. A選手はカーブが得意だ。', 'Tuyển thủ A đánh bóng xoáy rất giỏi.'], ['合 急＿、＿ミラー', '']]"
486,コース,,,"khóa học, sân đua, đường đua","[['1. この道は市民マラソンのコースになっている。', 'Con đường này trở thành đường đua marathon của thành phố.'], ['2. 彼女は水泳大会で第3コースを泳いだ。', 'Cô ấy nơi ở đường đua thứ 3 ở cuộc thi bơi.'], ['3. 彼は順調に出世コースを歩んでいる。', 'Anh ấy đang đi trên con đường thành công một cách thuận lợi.'], ['4. この学校は理系コース文系コースに分かれている。', 'Ở trường này phân biệt khoa khoa học tự nhiên và khoa khoa học xã hội.'], ['5. 音楽大学のマスターコースで学んでいる。', 'Tôi đang học khóa học nhạc tại trường nhạc viện.'], ['6. レストランでフルコースを注文する。', 'Tôi đã gọi suất ăn đầy đủ tại nhà hàng.'], ['関 トラック', ''], ['類 課程', ''], ['合 ［名詞］＋コース、出世＿、エリート＿', ''], ['連 ＿を進む、＿をたどる、＿｛を/から｝外れる/それる', '']]"
487,レース,,,cuộc đua,"[['1. 競輪場へレースを見に行った。', 'Tôi đã đến đường đua xe đạp để xem cuộc đua xe.'], ['2. 日本では幼稚園から受験レースがスタートしている。', 'Ở Nhật Bản bắt đầu cuộc đua kì thi từ tiểu học.'], ['類 競争', ''], ['合 カー＿、ボート＿、出世＿、受験＿、優勝＿', ''], ['連 ＿をする', '']]"
488,リード,,,"lãnh đạo, thủ lĩnh","[['1. A国は経済で世界をリードしている。', 'Nước A là nước dẫn đầu thế giới về kinh tế.'], ['2. A 社は業界をリードするメーカーだ。', 'Công ty A là nhà sản xuất đứng đầu thị trường kinh doanh.'], ['3. マラソンで2位以下の選手を｛100メートル/3分…｝リードした。', 'Tại cuộc thi marathon dẫn tuyển thủ thứ hai trở xuống 100m/ 3 phút….'], ['4. 彼女は同期の出世競争で一歩リードしている。', 'Cô ấy một bước dẫn đầu trong cuộc đua thành đạt của những người cùng thời.'], ['5. 新聞のリード', 'Đầu bài báo'], ['関 リーダー、見出し、本文', ''], ['類 先導する、率いる、引っ張る、前文', '']]"
489,トップ,,,đầu bảng,"[['1. 100メートル走でトップでゴールインした。', 'Nhờ dẫn đầu trong cuộc thi 100m nên đã chiến thắng.'], ['2. トップを｛走る/行く｝。', ''], ['合 ＿選手、＿クラス、＿レベル、＿グループ、＿ランナー', ''], ['類 第一位、首位、先頭', ''], ['連 ＿に立つ、＿を争う', ''], ['6. 選挙では田中氏がトップを切って立候補した。', 'Trong cuộc bầu cử anh Tanaka cắt top dẫn đầu và đứng ra tranh cử.'], ['類 最初、一番', ''], ['合 ＿ニュース、＿記事、＿バッター', ''], ['連 ＿を切る', ''], ['10. 財界のトップが集まって、経済情勢について話し合った。', 'Tập hợp giới tài chính lại và cùng nhau bàn bạc về tình hình kinh tế.'], ['類 首脳', ''], ['合 ＿会談', '']]"
490,ゴール,,,"đạt được, đích đến, mục tiêu, khung thành","[['1. 山本選手は、100メートル背泳ぎで世界新記録でゴールした。', 'Tuyển thủ Yamamoto trong cuộc thi 100m bơi ngửa đã phá kỉ lục thế giới.'], ['2. マラソンのゴールの周りには、大勢の報道陣はいた。', 'Xung quanh vạch đích cuộc thi marathon có rất nhiều phóng viên tác nghiệp.'], ['3. 結婚はゴールではなくスタートだ。', 'Kết hôn không phải là kết thúc mà là sự bắt đầu.'], ['4. 地震の予知ができるようになることが、この研究のゴールだ。', 'Để có thể dự báo động đất là thành quả của nghiên cứu này.'], ['5. ゴールを決めて1点取った。', 'Ghi một quả nhận 1 điểm.'], ['6. A選手のシュートが見事にゴールした。', 'Cú sút của cầu thủ A đã ghi bàn một cách đẹp mắt.'], ['類 目標', ''], ['合 ＿キーパ―、＿イン', ''], ['対 スタート', ''], ['連 ＿を守る＜＝＞攻める、＿が決まる、＿を決める', '']]"
491,パス,,,vượt qua,"[['1. テストにパスする。', 'Đỗ kì thi.'], ['2. コンテストで、一次の書類審査をパスして二次の実技に進んだ。', 'Tại cuộc thi sau khi vượt qua cuộc thẩm tra tài liệu lần thứ nhất, lần thứ hai sẽ tiến hành kiểm tra kĩ thuật thực tế.'], ['3. 飲み会に誘われたが、忙しいので今回はパスした。', 'Được mời đến bữa tiệc nhưng bận quá nên lần này không đi.'], ['4. ほかの選手にボールをパスする。', 'Chuyền bóng cho cầu thủ khác.'], ['5. フリーパスのチケットを買うと、エリア内の乗り物に何回でも乗ることができる。', 'Nếu mua vé vào không mất tiền thì có thể leo lên phương tiện đi lại nhiều lần.'], ['関 通過、定期券、入場券、通行証、見送る', ''], ['類 合格', ''], ['合 フリー＿、顔＿', '']]"
492,ベスト,,,tốt nhất,"[['1. この方法はベストではないが、かなり効果がある。', 'Phương pháp không phải là tốt nhất nhưng cũng sẽ có hiệu quả.'], ['2. 自己ベストの記憶を出した。', 'Đưa ra kí ức tốt đẹp nhất về bản thân.'], ['3. 選手たちは試合でベストを尽くした。', 'Những cầu thủ đã cống hiến hết mình trong trận đấu.'], ['関 全力', ''], ['類 最善、最高、最良', ''], ['合 ＿ワン、＿テン、＿セラー、＿タイム、自己＿', ''], ['対 ワースト', ''], ['連 ＿を尽くす', '']]"
493,レギュラー,,,thông thường; bình thường; phổ biến,"[['1. チームのレギュラーになれるように頑張っている。', 'Để có thể quen bình thường với đội tôi sẽ cố gắng.'], ['2. あの俳優はバラエティ番組にレギュラーで出演している。', 'Diễn viên ấy thường xuyên xuất hiện trên chương trình muôn màu muôn vẻ.'], ['3. レギュラーサイズのコーラを注文する。', 'Tôi đã gọi nước coca cỡ bình thường.'], ['関 普通、並み', ''], ['類 正選手', ''], ['合 ＿メンバー、＿サイズ、＿ガソリン', ''], ['対 補欠', '']]"
494,コーチ,,,huấn luyện viên,"[['1. ここ柔道部のコーチは厳しいことで有名だ。', 'Huấn luận viên của đội Judo này nổi tiếng nghiêm khắc.'], ['2. 頼まれて少年野球のコーチをしている。', 'Được nhờ nên tôi làm huấn luận viên của đội bóng chày thiếu niên.'], ['3. 田中氏にコーチしてもらって、技術が向上した。', 'Tôi được anh Tanaka làm hướng dẫn cho nên kĩ thuật đã nâng cao.'], ['関 監督', ''], ['連 ＿をする', '']]"
495,キャプテン,,,đội trưởng,"[['1. スポーツのキャプテンは、責任感とチームをまとめる力を求められる。', 'Đội trưởng trong thể thao đòi hỏi một người có năng lực tập hợp đội và có tinh thần trách nhiệm.'], ['2. 船のキャプテン', 'Thuyền trưởng'], ['類 主将、船長', '']]"
496,サークル,,,câu lạc bộ,"[['1. 学生時代、演劇のサークル入っていた。', 'Thời học sinh, tôi đã tham gia câu lạc bộ diễn kịch.'], ['関 クラブ、同好会', ''], ['合 ＿活動、［名詞］＋サークル', '']]"
497,キャンパス,,,khuôn viên trường học,"[['1. この大学のキャンパスは緑が豊かだ。', 'Khuôn viên trường này có nhiều cây xanh.'], ['2. キャンパスで思い出がたくさんある。', 'Ở khuôn viên có nhiều kỉ niệm.']]"
498,オリエンテーション,,,"buổi định hướng, hướng dẫn","[['1. 新学期、学生を対象に授業登録のオリエンテーションがあった。', 'Trong học kì mới, có sự định hướng đăng kí lớp học với đối tượng là các học sinh.'], ['連 ＿をする', '']]"
499,カリキュラム,,,giáo án; giáo trình; chương trình giảng dạy,"[['1. カリキュラムに沿って授業を行う。', 'Tổ chức buổi học theo như giáo trình.'], ['連 ＿を立てる、＿を組む', '']]"
500,プログラム,,,chương trình,"[['1. 大会の参加者にプログラムが配られた。', 'Phát lịch trình cho những người tham gia đại hội.'], ['2. 映画館でプログラムを買った。', 'Tôi mua lịch trình tại rạp chiếu phim.'], ['3. 今日の演奏会のプログラムは、ベートーベンのピアノ曲だ。', 'Chương trình buổi biểu diễn hôm nay là những ca khúc piano của nhạc sĩ Beethoven.'], ['4. 大学では、留学生のための様々なプログラムが用意されている。', 'Ở trường đại học, có rất nhiều chương trình được chuẩn bị dành cho du học sinh.'], ['5. コンピューターのプログラムを作る。', 'Tạo chương trình máy tính.'], ['関 進行表、プログラマー', ''], ['連 ＿を組む', '']]"
