stt,word,furigana,Sino-Vietnamese,meaning,example
211,冷める,さ,lãnh,nguội,"[['1. この料理は冷めるとおいしくない', 'Món ăn này mà nguội đi sẽ không ngon.'], ['2. 彼は熱しやすく冷めやすい性格だ', 'Anh ấy là người có tính cách dễ nổi nóng và cũng dễ nguôi ngoai.'], ['3. 若いころの熱い気持ちが冷めてしまった', 'Nhiệt huyết tuổi trẻ đã nguội lạnh mất rồi.']]"
212,冷ます,さ,lãnh,làm nguội,"[['1. お風呂のをお湯が熱くなりすぎた。少し冷ましてから入ろう', 'Nước nóng trong bồn tắm nóng quá. Hãy để nguội một chút rồi vào tắm.']]"
213,燃える,も,nhiên,cháy,"[['1. ｛火／紙\u3000…｝が燃える', '{ Lửa / giấy ...} cháy.'], ['2. 燃えるような太陽が沈んでいく', 'Mặt trời đỏ rực đang lặn dần.'], ['3. 希望に燃えて大学に入った', 'Tôi vào đại học với một niềm khát khao rực cháy.']]"
214,燃やす,も,nhiên,"đốt cháy, cháy cùng (đam mê)","[['1. ｛火／紙\u3000…｝が燃やす', 'Đốt lửa / đốt giấy…'], ['2. メンバー全員が試合にファイトを燃やしている', 'Tất cả các thành viên đang hùng hực khí thế chiến đấu trong trận đấu.']]"
215,沸く,わ,phí,"sôi, (bồn tắm) sẵn sàng, sôi động lên","[['1. ｛湯／風呂｝がわく', 'Nước sôi / bồn tắm sẵn sàng.'], ['2. 歌手が登場して会場がわいた', 'Ca sỹ lên sân khấu, hội trường sôi động hẳn lên.']]"
216,沸かす,わ,phí,"đun sôi, chuẩn bị (bồn tắm), sôi động","[['1. ｛湯／風呂｝をわかす', 'Đun sôi nước / chuẩn bị bồn tắm.'], ['2. おもしろいことを言って会場をわかした', 'Nói điều thú vị làm sôi động cả hội trường.']]"
217,鳴る,な,minh,"reo, kêu, hót, vang","[['1. 雷が鳴っている', 'Tiếng sấm vang vọng.'], ['2. 授業中に携帯電話が鳴って先生に怒られた', 'Bị giáo viên nổi giận bởi điện thoại di động vang lên trong giờ học.']]"
218,鳴らす,な,minh,"làm kêu, bấm (còi)","[['1. ブザーを鳴らす', 'Bấm chuông điện.']]"
219,役立つ/ 役に立つ,やくだ,dịch lập,hữu ích,"[['1. インターネットの情報は、勉強や仕事｛に役立つ／の役に立つ｝', 'Thông tin trên Internet rất hữu ích cho học tập cũng như công việc.'], ['2. 今度の新入社員はあまり役に立たない', 'Nhân viên mới vào lần này không giúp ích được gì nhiều.']]"
220,役立てる/ 役に立てる,やくだ,dịch lập,"ứng dụng, đưa vào sử dụng","[['1. インターネットの情報を、勉強や仕事｛に役立てる／の役に立てる｝', 'Sử dụng thông tin trên Internet để giúp ích cho học tập cũng như công việc.']]"
271,おとなしい,,,"dịu dàng, trầm lặng","[['1. 彼はおとなしい人だ', 'Anh ấy là một người trầm tính.'], ['2. うちの犬はおとなしくて、決して人にほえない', 'Con chó nhà tôi hiền lắm, dù gặp ai cũng không sủa.'], ['3. 私が買い物をしている間、子どもはおとなしく待っていた', 'Trong lúc mà tôi mua đồ thì đứa con tôi lặng lẽ đợi.'], ['4. この服はデザインがおとなしいので、仕事に着て行ってもだいじょうふだ', 'Quần áo này thiết kế rất nhã nhặn nên mặc đi làm cũng không sao.'], ['合 おとなしさ', 'Trầm tính, dịu dàng']]"
272,我慢強い,がまんづよ,ngã mạn cường/cưỡng,"kiên trì, nhẫn nại, sức chịu đựng cao","[['1. がまん強い性格', 'Tiính cách nhẫn nạn, chịu đựng.'], ['2. チャンスがやって来るのをがまん強く待つ', 'Kiên nhẫn chờ đợi cơ hội đến.'], ['合 がまん強さ', 'Độ nhẫn nại'], ['類 しんぼう強い', 'Chịu đựng, nhẫn nại'], ['関 我慢', 'Chịu đựng, nhẫn nại']]"
273,正直な,しょうじき,chính trực,"trung thực, thành thật","[['1. 彼は正直な人だから、うそをつくことができない', 'Anh ấy là người trung thực nên anh ấy không biết nói dối đâu.'], ['2. 「どうしていたずらしたの。正直に話しなさい」', '""Tại sao bạn nghịch ngợm như vậy, hãy nói một cách thành thực đi"".'], ['3. ごちそうしてもらったが、正直（に）言って、あまりおいしくなかった', 'Dù là được mời nhưng nói thật là đồ ăn không được ngon cho lắm.'], ['合 正直さ', 'Tính trung thực'], ['対 不正直な', 'Không trung thực, giả dối']]"
274,けちな,,,"keo kiệt, ki bo","[['1. あの人はとてもけちだ', 'Người đó rất keo kiệt.'], ['2. けちな人は嫌われる', 'Người keo kiệt thường bị ghét.'], ['関 けちけちする', 'Keo kiệt, bủn xỉn']]"
275,わがままな,,,"cứng đầu, bướng bỉnh","[['1. わがままな｛人／性格／行動\u3000…｝', 'Người ích kỷ, tính cách ích kỷ, hành động ích kỷ…'], ['2. 彼女はわがままだ', 'Cô ấy là người ích kỷ.'], ['3. わがままにふるまう', 'Cư xử một cách ích kỷ.'], ['4. わがままを言う', 'Nói những lời ích kỷ.'], ['5. 彼のわがままにはみんな困っている', 'Mọi người đang gặp rắc rối vì sự ích kỉ của anh ta.'], ['6. ペットに人間と同じような暮らしをさせるのは、人間のわがままだと思う', 'Tôi nghĩ việc bắt vật nuôi sống giống như con người là sự ích kỉ của con người.']]"
276,積極的な,せっきょくてき,tích cực đích,"tích cực, chủ động","[['1. 積極的な｛人／性格／行動\u3000…｝', '{Người / cá tính / hành vi ...}\xa0mang tính tích cực.'], ['2. 日本語を身につけるため、積極的に日本人の友だちを作った', 'Để học tiếng Nhật, tôi đã tích cực kết bạn với người Nhật.'], ['3. 今の首相は、教育問題にあまり積極的ではない', 'Thủ tướng hiện tại không quá tích cực với các vấn đề giáo dục.'], ['対 消極的な', 'Mang tính tiêu cực, bị động'], ['関 積極性→\u3000＿がある <=> ない', 'Tính tích cực, có tính tích cực <=> không có tính tích cực']]"
277,消極的な,しょうきょくてき,tiêu cực đích,"tiêu cực, thụ động","[['1. 消極的な\u3000{人／性格\u3000…}', 'Con người thụ động/ tính cách tiêu cực…'], ['2. 今の首相は、教育問題に消極的だ', 'Thủ tướng hiện tại thụ động trong các vấn đề giáo dục.'], ['対 積極的な', 'Mang tính tích cực']]"
278,満足な,まんぞく,mãn túc,"thõa mãn, hài lòng","[['1. アルバイトだけでは満足な収入は得られない', 'Chỉ làm thêm thôi thì không thể nhận mức lương ưng ý được.'], ['2. がんばったので2位でも満足だ', 'Vì đã cố gắng nên cho dù ở vị trí thứ 2 tôi vẫn hài lòng.'], ['3. インターネットは苦手で、メールも満足に打てない', 'Sử dụng internet kém nên việc đánh máy gửi mail cũng không thể làm 1 cách hài lòng được.'], ['4. 今の生活に十分満足している', 'Tôi hoàn toàn hài lòng với cuộc sống hiện tại của tôi\xa0.'], ['5. 今の仕事からは満足が得られない', 'Tôi không thể hài lòng với công việc hiện tại của mình.'], ['対 不満な、\u3000不満足な', 'Bất mãn, không hài lòng'], ['名 満足', 'Hài lòng']]"
279,不満な,ふまん,bất mãn,"bất mãn, không hài lòng","[['1. この仕事に不満な点はない', 'Tôi không có điểm nào để chê về công việc này cả.'], ['2. 彼は、彼女が忙しくてなかなか会えないのを不満に思っている', 'Anh ấy bất mãn vì cô ấy bận nên mãi chẳng thể gặp nhau được.'], ['3. この小説はおもしろかったが、終わり方がちょっと不満だ', 'Cuốn tiểu thuyết này thật thú vị nhưng kết thúc có chút không hài lòng.'], ['4. あのレストランの料理は、味に不満はないが量が少ない', 'Hương vị món ăn của nhà hàng này không có gì bất mãn cả nhưng đồ ăn lại ít.'], ['5. 不満ばかり言っていても解決はできない', 'Cho dù nói toàn lời bất mãn thì cũng không thể giải quyết được.'], ['対 満足な', 'Hài lòng, thỏa đáng'], ['類 不満足な', 'Không thỏa đáng'], ['連 ＿がある <=> ない', 'Có sự bất mãn <=> không có sự bất mãn'], ['名 不満', 'Bất mãn']]"
280,不安な,ふあん,bất an,bất an,"[['1. 最近、体の調子がよくない。悪い病気ではないかと不安だ', 'Thời gian gần đây, tình trạng cơ thể không tốt. Tôi đang lo không biết có bệnh gì xấu không.'], ['2. 新しい仕事がなかなか見つからず、不安な毎日を過ごしている', 'Tôi đang sống trong chuỗi ngày lo lắng vì mãi chưa tìm được công việc mới.'], ['3. 長く続いた大雨がやんで、やっと洪水の不安がなくなった', 'Trận mưa kéo dài đã tạnh, cuối cùng thì nỗi lo về trận lụt cũng không còn nữa.'], ['対 安心な', 'An tâm'], ['類 心配な', 'Lo lắng'], ['名 不安', 'Bất an'], ['連 ＿がある <=> ない', 'Có sự bất an <=>\xa0không có sự bất an']]"
281,大変な,たいへん,đại biến,"khủng khiếp, kinh khủng, rất","[['1. 子育て中のお母さんは大変だ', 'Người mẹ vất vả trong quá trình nuôi dạy con cái.'], ['2. きのうは宿題が五つもあって大変だった', 'Hôm qua có đến 5 bài tập về nhà thật là vất vả.'], ['3. きのう新宿で大変な火事があったらしい', 'Nghe nói hôm qua ở Shinjuku đã có một vụ hỏa hoạn khủng khiếp.'], ['4. 大事な面接に遅れたら大変だから、急いで行こう', 'Nếu muộn buổi phỏng vấn quan trọng thì sẽ thật kinh khủng nên hãy đi nhanh thôi.'], ['合 大変さ', 'Vô cùng, cực kỳ'], ['慣 ＿目に合う', 'Chịu đựng khó khăn']]"
282,無理な,むり,vô lí,"không thể làm được, quá sức, vô lý","[['1. たった１００万円で家を建てるなんて無理な話だ', 'Xây nhà chỉ với 100 vạn yên thật là câu chuyện vô lý.'], ['2. 「無理なお願いとは思いますが、なんときいていただけないでしょうか」', '""Mặc dù bạn nghĩ đó là những yêu cầu vô lý, những hãy nghe tôi được chứ"".'], ['3. 三日で１００ページの論文を書くのはとても無理だ', 'Viết luận văn 100 trang trong 3 ngày là điều không thể.'], ['4. 子どもに無理に勉強させるのは逆効果だ', 'Việc bắt trẻ em học quá sức sẽ phản tác dụng đấy.'], ['5. 「そんなに無理をしていると病気になりますよ」', '""Cứ làm việc quá sức như thế bạn sẽ bị ốm đấy"".'], ['6. いろいろとご無理を言ってすみません」', 'Tôi xin lỗi vì đã đòi hỏi quá đáng.'], ['合 無理やり', 'Quá sức'], ['名 無理', 'Vô lý']]"
283,不注意な,ふちゅうい,bất chú ý,"mất tập trung, không chú ý","[['1. 不注意な人', 'Người cẩu thả (mất tập trung).'], ['2. 疲れると不注意なミスが多くなる', 'Khi mệt thì hay có nhiều lỗi bất cẩn.'], ['3. 相手を傷つけるような言葉を不注意に言ってしまった', 'Tôi đã lỡ nói những lời làm đối phương tổn thương.'], ['4. 私の不注意｛で／から｝事故を起こしてしまった', 'Do sự bất cẩn của tôi mà đã gây ra tai nạn.'], ['合 不注意さ', 'Sự bất cẩn, không chú ý'], ['名 不注意', 'Bất cẩn']]"
284,楽な,らく,lạc/nhạc,"dễ dàng, thoải mái","[['1. もう少し楽な暮らしがしたい', 'Muốn sống một cuộc sống an nhàn hơn chút nữa.'], ['2. 肩こりがひどいのでマッサージをしてもらったら、楽になった', 'Vì đau vai khủng khiếp nên tôi đã được mát xa và giờ cảm thấy thoải mái hơn rồi.'], ['3. 「失敗しても大丈夫だよ」と言われて、気が楽になった', 'Nhận được lời động viên ""Dù thất bại cũng không sao đâu"", tâm trạng trở nên thoải mái vô cùng.'], ['4. この仕事は、電話を受けるだけでいいのでとても楽だ', 'Công việc này chỉ là nhận điện thoại nên tôi rất nhàn hạ.'], ['5. 相手のチームはあまり強くないから、楽に勝てるだろう', 'Đối thủ không mạnh lắm nên có lẽ sẽ thắng một cách dễ dàng.'], ['6. 年をとったらもう少し楽がしたい', 'Khi về già, tôi muốn sống an nhàn một chút.'], ['名 楽', 'Sự thoải mái, an nhàn']]"
285,面倒な,めんどう,diện đảo,"rắc rối, phiền toái","[['1. 「ご入会にはめんどうな手続きはいりません」', '""Khi nhập hội thì không cần làm mấy thủ tục rắc rối đâu""\xa0.'], ['2. 最近忙しいので料理を作るのがめんどうになった', 'Dạo gần đây vì bận rộn nên việc nấu ăn cũng trở nên phiền phức.'], ['3. 雨が降っているので、出かけるのがめんどうだ', 'Bởi vì mưa nên việc đi ra ngoài rất phiền hà.'], ['4. 「ごめんどうをおかけして、申しわけありません」', 'Tôi thật lòng xin lỗi vì những rắc rối đã gây ra.'], ['5. 出張するときは、母に子どものめんどうを見てもらっている', 'Khi đi công tác, tôi được mẹ giúp chăm sóc lũ trẻ.'], ['合 めんどうくさい', 'Rắc rối, khó khăn, phiền hà'], ['名 めんどう', 'Rắc rối']]"
286,失礼な,しつれい,thất lễ,"thất lễ, mất lịch sự","[['1. あいさつしても返事もしない。なんて失礼な人だろう', 'Chào hỏi rồi mà không thèm trả lời. Đúng là người vô lễ.'], ['2. 「失礼ですが、田中さんでいらっしゃいますか」', '""Xin thất lễ ạ, ngài Tanaka ở đây không"".'], ['3. 客に失礼のないようにする', 'Cố gắng không thất lễ với khách hàng.'], ['名 失礼', 'Thất lễ'], ['動 失礼する', 'Thất lễ']]"
